Original Url,Title 1,Meta Description 1,H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492247/cricket-ball-and-china/cadbury,"Cadbury - ""Cricket Ball and China""",Television Cricket Ball and China for Cadbury by Ogilvy India,"Cadbury - ""Cricket Ball and China""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492248/nail-and-tyre/cadbury,"Cadbury - ""Nail and Tyre""",Television Nail and Tyre for Cadbury by Ogilvy India,"Cadbury - ""Nail and Tyre""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492249/o-key-and-volume-key/cadbury,"Cadbury - ""O Key and Volume Key""",Television O Key and Volume Key for Cadbury by Ogilvy India,"Cadbury - ""O Key and Volume Key""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492250/pants-and-scissors/cadbury,"Cadbury - ""Pants and Scissors""",Television Pants and Scissors for Cadbury by Ogilvy India,"Cadbury - ""Pants and Scissors""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492251/petrol-and-wallet/cadbury,"Cadbury - ""Petrol and Wallet""",Television Petrol and Wallet for Cadbury by Ogilvy India,"Cadbury - ""Petrol and Wallet""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492461/fish/monster-com,"Monster.com - ""Fish""",Television Fish for Monster.com by Dentsu Marcom Pvt. Ltd.,"Monster.com - ""Fish""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492462/cowboy/monster-com,"Monster.com - ""Cowboy""",Television Cowboy for Monster.com by Dentsu Marcom Pvt. Ltd.,"Monster.com - ""Cowboy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492463/vampire/monster-com,"Monster.com - ""Vampire""",Television Vampire for Monster.com by Dentsu Marcom Pvt. Ltd.,"Monster.com - ""Vampire""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492464/tarzan/monster-com,"Monster.com - ""Tarzan""",Television Tarzan for Monster.com by Dentsu Marcom Pvt. Ltd.,"Monster.com - ""Tarzan""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492465/sheep/monster-com,"Monster.com - ""Sheep""",Television Sheep for Monster.com by Dentsu Marcom Pvt. Ltd.,"Monster.com - ""Sheep""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492466/opera-singer/monster-com,"Monster.com - ""Opera Singer""",Television Opera Singer for Monster.com by Dentsu Marcom Pvt. Ltd.,"Monster.com - ""Opera Singer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492519/knock-out-soda/knock-out-beer,"Knock Out Beer - ""Knock Out Soda""",Television Knock Out Soda for Knock Out Beer by Ogilvy Bangalore,"Knock Out Beer - ""Knock Out Soda""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492529/loc/oreo,"Oreo - ""LOC""",Television LOC for Oreo by Interface Communications Limited - Only Oreo,"Oreo - ""LOC""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492546/honesty/nutrichoice,"Nutrichoice - ""Honesty""",Television Honesty for Nutrichoice by MullenLowe Lintas Group,"Nutrichoice - ""Honesty""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492574/we-have-moved/ld,"L&D - ""We Have Moved""","Social Media We Have Moved for L&D by L&D - We, L&D, an independent creative agency based in Singapore changed our location to Pagoda Street in Chinato...","L&D - ""We Have Moved""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492590/oreo-frappe/cafe-coffee-day,"Cafe Coffee Day - ""Oreo Frappe""",Television Oreo Frappe for Cafe Coffee Day by Creativeland Asia,"Cafe Coffee Day - ""Oreo Frappe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492592/egg-wrap/cafe-coffee-day,"Cafe Coffee Day - ""Egg Wrap""",Television Egg Wrap for Cafe Coffee Day by Creativeland Asia,"Cafe Coffee Day - ""Egg Wrap""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492650/when-you-have-everything-and-still-nothing-to-wear/flipkart-com,"Flipkart.com - ""When you have everything and still nothing to wear""",Television When you have everything and still nothing to wear for Flipkart.com by Happy Creative Services,"Flipkart.com - ""When you have everything and still nothing to wear""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492674/ready-to-fly/honda,"Honda - ""Ready To Fly""",Television Ready To Fly for Honda by Dentsu Marcom Pvt. Ltd.,"Honda - ""Ready To Fly""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492728/rocket-start/rankers-point,"Rankers Point - ""Rocket Start""","Print Rocket Start for Rankers Point by Srijan Advertising - To highlight the junior section of the brand, we were given the brief to preapre a single ad t...","Rankers Point - ""Rocket Start""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492746/the-joy-of-gifting/titan,"Titan - ""The Joy of Gifting""",Television The Joy of Gifting for Titan by Ogilvy India,"Titan - ""The Joy of Gifting""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492764/maths/chlor-mint,"Chlor-mint - ""Maths""",Television Maths for Chlor-mint by McCann New Dehli - It Doesn't Matter What You Say,"Chlor-mint - ""Maths""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492772/afrikaans-punjabi/xolo,"XOLO - ""Afrikaans | Punjabi""",Print Afrikaans | Punjabi for XOLO by McCann Mumbai,"XOLO - ""Afrikaans | Punjabi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492774/tibetan-arabic/xolo,"XOLO - ""Tibetan | Arabic""",Print Tibetan | Arabic for XOLO by McCann Mumbai,"XOLO - ""Tibetan | Arabic""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492775/english-swahili/xolo,"XOLO - ""English | Swahili""",Print English | Swahili for XOLO by McCann Mumbai,"XOLO - ""English | Swahili""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492864/the-vodafone-network/vodafone,"Vodafone - ""The Vodafone Network""",Television The Vodafone Network for Vodafone by Ogilvy India - Power to you,"Vodafone - ""The Vodafone Network""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492945/taj/incredible-india,"Incredible India - ""Taj ""","Print Taj  for Incredible India by Inca Tanvir Advertising - Taj Mahal, India Tourism","Incredible India - ""Taj """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492947/incredible-india/timeout-dubai,"TimeOut Dubai - ""Incredible India""",Print Incredible India for TimeOut Dubai by Inca Tanvir Advertising,"TimeOut Dubai - ""Incredible India""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492948/india-tourism/incredible-india,"Incredible India - ""India Tourism""",Print India Tourism for Incredible India by Inca Tanvir Advertising,"Incredible India - ""India Tourism""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34492989/amul-kool/amul-kool,"Amul Kool - ""Amul Kool """,Television & Cinema Amul Kool  for Amul Kool by Dacunha Communications Ltd,"Amul Kool - ""Amul Kool """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493038/built-for-the-internet-generation/mts,"MTS - ""Built for the Internet Generation""",Television Built for the Internet Generation for MTS by Creativeland Asia,"MTS - ""Built for the Internet Generation""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493045/no-we-cant/vat-69,"Vat 69 - ""No We Can't""",Television No We Can't for Vat 69 by BBH Mumbai,"Vat 69 - ""No We Can't""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493159/honda-city/honda,"Honda - ""Honda City""",Television Honda City for Honda by Dentsu Marcom Pvt. Ltd. - The Power of Dreams,"Honda - ""Honda City""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493244/fresher/lays,"Lay's - ""Fresher""",Television Fresher for Lay's by J. Walter Thompson Delhi,"Lay's - ""Fresher""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493287/the-wedding/bharti-axa,"Bharti AXA - ""The Wedding""",Television The Wedding for Bharti AXA by Publicis India - Mumbai,"Bharti AXA - ""The Wedding""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493471/ribbon-dance/santoor,"Santoor - ""Ribbon Dance""",Television Ribbon Dance for Santoor by FCB India,"Santoor - ""Ribbon Dance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493556/the-mutual-fund-song/aditya-birla,"Aditya Birla - ""The Mutual Fund Song""",Web Film The Mutual Fund Song for Aditya Birla by  Wunderman Thompson South Asia,"Aditya Birla - ""The Mutual Fund Song""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493737/salad-bowl/nutrichoice,"Nutrichoice - ""Salad Bowl""",Television Salad Bowl for Nutrichoice by MullenLowe Lintas Group,"Nutrichoice - ""Salad Bowl""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493959/the-light-is-within/teacher,"Teacher - ""The Light is Within""",Television The Light is Within for Teacher by Publicis India,"Teacher - ""The Light is Within""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34493995/the-farmers-family/times-of-india,"Times Of India - ""The Farmer's Family""",Television The Farmer's Family for Times Of India by Taproot Dentsu,"Times Of India - ""The Farmer's Family""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34494263/brothers/samsung,"Samsung - ""Brothers""",Television Brothers for Samsung by Cheil India,"Samsung - ""Brothers""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34494362/sponge/cancer-council-of-western-australia,"Cancer Council of Western Australia - ""Sponge""","Television & Cinema Sponge for Cancer Council of Western Australia - In the television advertisement, sponges are used to demonstrate the amount of cancer-...","Cancer Council of Western Australia - ""Sponge""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34494375/sachin-tendulkars-big-plan-revealed/aviva,"Aviva - ""Sachin Tendulkar's Big Plan Revealed""",Television Sachin Tendulkar's Big Plan Revealed for Aviva by BBDO India,"Aviva - ""Sachin Tendulkar's Big Plan Revealed""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34494577/vote-for-child-rights/cry,"CRY - ""Vote for Child Rights""",Television Vote for Child Rights for CRY by BBH Mumbai,"CRY - ""Vote for Child Rights""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34494714/mts-internet-baby/mts,"MTS - ""MTS Internet Baby""",Television MTS Internet Baby for MTS by Creativeland Asia - Born For The Internet,"MTS - ""MTS Internet Baby""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495211/bowling/mirinda,"Mirinda - ""Bowling""",Television Bowling for Mirinda by BBDO India,"Mirinda - ""Bowling""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495212/table-tennis/mirinda,"Mirinda - ""Table Tennis""",Television Table Tennis for Mirinda by BBDO India,"Mirinda - ""Table Tennis""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495256/chocoland/kelloggs,"Kellogg's - ""Chocoland""",Television Chocoland for Kellogg's by  Wunderman Thompson South Asia,"Kellogg's - ""Chocoland""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495450/new-boss/queens-tandoor-restaurant,"Queen's Tandoor Restaurant - ""New Boss""",Radio New Boss for Queen's Tandoor Restaurant by Fortune Indonesia - Queen's Tandoor Restaurant is the gateway to an Indian taste experience. While eating...,"Queen's Tandoor Restaurant - ""New Boss""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495636/dont-be-blinded/d-o-t,"D.o.t. - ""Don't be blinded""","Print Don't be blinded for D.o.t. by Nikotin - Elections in India, one of the world’s biggest democracies, often suffer from malpractices such as pol...","D.o.t. - ""Don't be blinded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495637/dont-lose-your-voice/d-o-t,"D.o.t. - ""Don't lose your voice""","Print Don't lose your voice for D.o.t. by Nikotin - Elections in India, one of the world’s biggest democracies, often suffer from malpractices such a...","D.o.t. - ""Don't lose your voice""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495926/daddy-cool/blue-star,"Blue Star - ""Daddy Cool""",Television Daddy Cool for Blue Star by Interface Communications Limited,"Blue Star - ""Daddy Cool""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34495995/cancer-care/hdfc,"HDFC - ""Cancer Care""",Television Cancer Care for HDFC by Publicis India,"HDFC - ""Cancer Care""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496148/make-every-yard-count/nike-cricket,"Nike Cricket - ""Make Every Yard Count""",Web Film Make Every Yard Count for Nike Cricket by J. Walter Thompson Bangalore,"Nike Cricket - ""Make Every Yard Count""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496298/proposal/titan,"Titan - ""Proposal""",Television Proposal for Titan by Ogilvy Bangalore,"Titan - ""Proposal""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496563/gandhi/animal,"Animal - ""Gandhi""","Print Gandhi for Animal - As India prepares to face it's biggest elections ever, here's our take on how the words spoken for the same country and it's peop...","Animal - ""Gandhi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496564/bose/animal,"Animal - ""Bose""","Print Bose for Animal - As India prepares to face it's biggest elections ever, here's our take on how the words spoken for the same country and it's people...","Animal - ""Bose""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496565/tilak/animal,"Animal - ""Tilak""","Print Tilak for Animal - As India prepares to face it's biggest elections ever, here's our take on how the words spoken for the same country and it's peopl...","Animal - ""Tilak""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496594/taste-that-lifts-you/mother-dairy,"Mother Dairy - ""Taste That Lifts You""",Television Taste That Lifts You for Mother Dairy by Ogilvy India,"Mother Dairy - ""Taste That Lifts You""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496657/samsung-joy-plus/samsung,"Samsung - ""Samsung Joy Plus""",Television Samsung Joy Plus for Samsung by Cheil India,"Samsung - ""Samsung Joy Plus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496702/everyone-can-with-a-canon/canon,"Canon - ""Everyone Can With A Canon""",Television Everyone Can With A Canon for Canon by Dentsu Marcom Pvt. Ltd.,"Canon - ""Everyone Can With A Canon""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34496968/motorbike-riders/bangalore-traffic-police-castrol,"Bangalore Traffic Police / Castrol - ""Motorbike Riders """,Web Film Motorbike Riders  for Bangalore Traffic Police / Castrol by Ogilvy Bangalore - Dozens of motorbike riders die every day on Indian roads. What if w...,"Bangalore Traffic Police / Castrol - ""Motorbike Riders """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497051/txtbks/smart-public-affairs,"Smart Public Affairs - ""TXTBKS""","Case Study TXTBKS for Smart Public Affairs by DDB Philippines - TXTBKS is a low-tech, low-cost educational tool that transforms older generation cellphones...","Smart Public Affairs - ""TXTBKS""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497110/lifeline/rotary-international,"Rotary International - ""Lifeline""",Television Lifeline for Rotary International by J. Walter Thompson Kolkata - A young boy is shown struggling to break free of the lines that bind his feet...,"Rotary International - ""Lifeline""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497111/heartline/rotary-international,"Rotary International - ""Heartline""","Television Heartline for Rotary International by J. Walter Thompson Kolkata - The film opens on ECG lines flashing on a screen. When the camera moves, a yo...","Rotary International - ""Heartline""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497112/fateline/rotary-international,"Rotary International - ""Fateline""","Television Fateline for Rotary International by J. Walter Thompson Kolkata - The film opens on a child labour plastering a wall. Suddenly, a song echoes in...","Rotary International - ""Fateline""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497260/the-girl-who-couldnt-cry/waterislife,"WATERisLIFE - ""The Girl Who Couldn't Cry""",Television & Cinema The Girl Who Couldn't Cry for WATERisLIFE by DDB New York - DDB New York and WATERisLIFE have launched a follow up commercial to last y...,"WATERisLIFE - ""The Girl Who Couldn't Cry""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497620/the-welcome/un-free-equal,"UN Free & Equal - ""The Welcome""",Web Film The Welcome for UN Free & Equal,"UN Free & Equal - ""The Welcome""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497705/message-barter/akanksha,"Akanksha - ""Message Barter""",Digital Message Barter for Akanksha by Ogilvy India - What do you do when you don't have money for advertising? You 'force' the country's biggest celebriti...,"Akanksha - ""Message Barter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34497783/kan-khajura-tesan/unilever,"Unilever - ""Kan Khajura Tesan""",Case Study Kan Khajura Tesan for Unilever by PHD India,"Unilever - ""Kan Khajura Tesan""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34498218/the-worlds-cup-bangladesh/coca-cola,"Coca-Cola - ""The World's Cup | Bangladesh""",Television The World's Cup | Bangladesh for Coca-Cola by Bates Chi & Partners - open happiness,"Coca-Cola - ""The World's Cup | Bangladesh""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34498313/circus/infralite,"InfraLITE - ""Circus""",Print Circus for InfraLITE by Makani Creatives Pvt. Ltd. - Bright Enough.,"InfraLITE - ""Circus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34498314/stadium/infralite,"InfraLITE - ""Stadium""",Print Stadium for InfraLITE by Makani Creatives Pvt. Ltd. - Bright Enough.,"InfraLITE - ""Stadium""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34498722/the-loop-of-life/oppo,"OPPO - ""The Loop of Life""",Web Film The Loop of Life for OPPO by BBDO India - Find More,"OPPO - ""The Loop of Life""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34498990/share-my-dabba/dabbawala-foundation,"Dabbawala Foundation - ""Share My Dabba""",Case Study Share My Dabba for Dabbawala Foundation by McCann Mumbai,"Dabbawala Foundation - ""Share My Dabba""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499022/no-child-brides/child-survival-india,"Child Survival India - ""No Child Brides""",Case Study No Child Brides for Child Survival India by Havas Worldwide India - Fighting the Evil of Child Brides. Dot by Dot.,"Child Survival India - ""No Child Brides""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499055/road-of-life/onn,"ONN - ""Road of Life""",Television Road of Life for ONN by Orchard Advertising - Keep It ONN,"ONN - ""Road of Life""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499150/choo-choo/duracell,"Duracell - ""Choo-Choo""",Print Choo-Choo for Duracell by Grey Group India,"Duracell - ""Choo-Choo""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499152/remote-control/duracell,"Duracell - ""Remote Control""",Print Remote Control for Duracell by Grey Group India,"Duracell - ""Remote Control""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499153/camera/duracell,"Duracell - ""Camera""",Print Camera for Duracell by Grey Group India,"Duracell - ""Camera""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499511/cleft-to-smile/operation-smile-india,"Operation Smile India - ""Cleft to Smile""",Web Film Cleft to Smile for Operation Smile India by Ogilvy India,"Operation Smile India - ""Cleft to Smile""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499610/lemon/big-babol,"Big Babol - ""Lemon""",Poster Lemon for Big Babol by McCann Mumbai,"Big Babol - ""Lemon""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499611/pear/big-babol,"Big Babol - ""Pear""",Poster Pear for Big Babol by McCann Mumbai,"Big Babol - ""Pear""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499612/orange/big-babol,"Big Babol - ""Orange""",Poster Orange for Big Babol by McCann Mumbai,"Big Babol - ""Orange""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499704/house/godrej,"Godrej - ""House""",Print House for Godrej by  Wunderman Thompson South Asia,"Godrej - ""House""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499705/antique-store/godrej,"Godrej - ""Antique Store""",Print Antique Store for Godrej by  Wunderman Thompson South Asia,"Godrej - ""Antique Store""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499706/music-store/godrej,"Godrej - ""Music Store""",Print Music Store for Godrej by  Wunderman Thompson South Asia,"Godrej - ""Music Store""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499785/the-kan-khajura-station/unilever,"Unilever - ""The Kan Khajura Station""",Branded Content The Kan Khajura Station for Unilever by Lowe,"Unilever - ""The Kan Khajura Station""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499817/the-kan-khajura-station/unilver,"Unilver - ""The Kan Khajura Station""",Case Study The Kan Khajura Station for Unilver by MullenLowe Lintas Group,"Unilver - ""The Kan Khajura Station""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499870/reunion/volkswagen,"Volkswagen - ""Reunion""",Television Reunion for Volkswagen by DDB Mudra - Das Auto.,"Volkswagen - ""Reunion""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34499873/snowfight/dairy-milk,"Dairy Milk - ""Snowfight""",Television Snowfight for Dairy Milk by Ogilvy India,"Dairy Milk - ""Snowfight""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34500212/fortune-oil-grandmother/fortune-oil,"Fortune Oil - ""Fortune Oil - Grandmother""",Television Fortune Oil - Grandmother for Fortune Oil by Ogilvy India - The entire film is set in a hospital. An old lady with a tiffin box climbs up the st...,"Fortune Oil - ""Fortune Oil - Grandmother""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34500302/superclone/hbo,"HBO - ""Superclone""",Television Superclone for HBO by DDB Mudra,"HBO - ""Superclone""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34500404/no-child-brides/child-survival-india,"Child Survival India - ""No Child Brides """,Case Study No Child Brides  for Child Survival India  by Havas New York,"Child Survival India - ""No Child Brides """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34500488/robi-penalty-shootout-cup-brazil-vs-argentina/robi,"Robi - ""Robi Penalty Shootout Cup: Brazil vs Argentina""",Ambient Robi Penalty Shootout Cup: Brazil vs Argentina for Robi by Ice9 Interactive,"Robi - ""Robi Penalty Shootout Cup: Brazil vs Argentina""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34500561/do-you/vespa,"Vespa - ""Do You?""",Television Do You? for Vespa by BBH Mumbai - Do you Vespa?,"Vespa - ""Do You?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
