Original Url,Title 1,Meta Description 1,H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545284/unleash/sport-england,"Sport England - ""Unleash""",Print Unleash for Sport England by FCB Inferno,"Sport England - ""Unleash""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545285/alarm-clock/sport-england,"Sport England - ""Alarm Clock""",Print Alarm Clock for Sport England by FCB Inferno,"Sport England - ""Alarm Clock""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545288/break-the-game/under-armour,"Under Armour - ""Break the Game""",Television & Cinema Break the Game for Under Armour by Droga5,"Under Armour - ""Break the Game""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545293/beat-your-best/champion-apparel,"Champion Apparel - ""Beat your Best""",Web Film Beat your Best for Champion Apparel by Miami Ad School Brazil,"Champion Apparel - ""Beat your Best""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545347/hand-in-hand-we-can/pepsi-arabia,"Pepsi Arabia - ""Hand in Hand, We Can""","Web Film Hand in Hand, We Can for Pepsi Arabia by Impact BBDO (Jeddah)","Pepsi Arabia - ""Hand in Hand, We Can""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545406/cobblestone-riders/fuel-tv,"FUEL TV - ""Cobblestone Riders""",Web Film Cobblestone Riders for FUEL TV by FCB Lisbon - We decided to devise a way to skate the “unskateable”: a board that perfectly fits the tram tracks....,"FUEL TV - ""Cobblestone Riders""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545530/soiree-foot/orange,"Orange - ""Soirée Foot""",Television Soirée Foot for Orange by Publicis Conseil,"Orange - ""Soirée Foot""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34545873/racing-at-heart/honda,"Honda - ""Racing at Heart""","Television Racing at Heart for Honda by RPA - “Racing at Heart” links Honda’s diverse, high-performance motorsports program to production vehicles includin...","Honda - ""Racing at Heart""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546073/getgoing/tomtom-sports,"TomTom Sports - ""#GetGoing""",Case Study #GetGoing for TomTom Sports by IMA – Influencer Marketing Agency,"TomTom Sports - ""#GetGoing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546173/stadium-built-by-fans/stadium-of-cerro-porteno,"stadium of Cerro Porteño - ""Stadium Built by Fans """,Web Film Stadium Built by Fans  for stadium of Cerro Porteño by Oniria\TBWA,"stadium of Cerro Porteño - ""Stadium Built by Fans """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546174/the-scrolling-marathon/sports-experts,"Sports Experts - ""The scrolling marathon""",Infomercial The scrolling marathon for Sports Experts by Rethink Communications Inc. ,"Sports Experts - ""The scrolling marathon""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546246/grab-a-gift/sports-experts,"Sports Experts - ""Grab-A-Gift""",Web Film Grab-A-Gift for Sports Experts by Rethink Communications Inc. ,"Sports Experts - ""Grab-A-Gift""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546330/ucl-womens-football/mastercard,"MasterCard - ""UCL Womens football""",Web Film UCL Womens football for MasterCard by McCann London,"MasterCard - ""UCL Womens football""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546345/accessibility-is-everything/fonds-gehandicaptensport,"Fonds Gehandicaptensport - ""Accessibility is everything""","Television Accessibility is everything for Fonds Gehandicaptensport by TBWA\NEBOKO - In The Netherlands are 5 million active athletes. 1,7 Million of them...","Fonds Gehandicaptensport - ""Accessibility is everything""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546421/inequality-basket-poster-1/espnw,"ESPNW - ""Inequality Basket Poster 1""",Ambient Inequality Basket Poster 1 for ESPNW by Africa - There is a latent inequality between female and male athletes. ESPMW decided to bring this debate...,"ESPNW - ""Inequality Basket Poster 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546422/inequality-tennis-poster-2/espnw,"ESPNW - ""Inequality Tennis Poster 2""",Ambient Inequality Tennis Poster 2 for ESPNW by Africa - There is a latent inequality between female and male athletes. ESPMW decided to bring this debate...,"ESPNW - ""Inequality Tennis Poster 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546423/inequality-soccer-poster-3/espnw,"ESPNW - ""Inequality Soccer Poster 3""",Ambient Inequality Soccer Poster 3 for ESPNW by Africa - There is a latent inequality between female and male athletes. ESPMW decided to bring this debate...,"ESPNW - ""Inequality Soccer Poster 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546424/inequality-4/espnw,"ESPNW - ""Inequality 4""","Ambient Inequality 4 for ESPNW by Africa - There is a latent inequality between female and male athletes. ESPMW decided to bring this debate to websites, n...","ESPNW - ""Inequality 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546435/visit-sweden/visit-sweden,"Visit Sweden - ""Visit Sweden""","Television & Cinema Visit Sweden for Visit Sweden by Lemon Scented Tea - Are and Ostersund, the most renowned winter sport villages in Sweden, have bid for...","Visit Sweden - ""Visit Sweden""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546448/fifa-and-we/fifa,"FIFA - ""FIFA and WE""",Web Film FIFA and WE for FIFA by WE,"FIFA - ""FIFA and WE""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546461/the-endorsers-roid-in-android/sportsbet,"Sportsbet - ""'THE ENDORSERS' - 'Roid' in Android""",Web Film 'THE ENDORSERS' - 'Roid' in Android for Sportsbet by BMF,"Sportsbet - ""'THE ENDORSERS' - 'Roid' in Android""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546470/debate-this/nike,"Nike - ""Debate This.""",Web Film Debate This. for Nike by Wieden + Kennedy,"Nike - ""Debate This.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546614/movistar-copa-confederaciones/movistar,"Movistar - ""Movistar - Copa Confederaciones""",Television & Cinema Movistar - Copa Confederaciones for Movistar,"Movistar - ""Movistar - Copa Confederaciones""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546662/made-by-diabetics/accu-check,"Accu-Check - ""Made by diabetics""","Web Film Made by diabetics for Accu-Check by Voskhod - Director, cast, crew and even extras - more than 80 diabetics and caregivers made an inspirational f...","Accu-Check - ""Made by diabetics""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546715/thank-you/golden-state-warriors,"Golden State Warriors - ""Thank You""",Web Film Thank You for Golden State Warriors by  Goodby Silverstein & Partners,"Golden State Warriors - ""Thank You""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546796/the-biggest-sports-endorsement-deal-of-all-time/archer-air,"Archer Air - ""The Biggest Sports Endorsement Deal of All Time""",Digital The Biggest Sports Endorsement Deal of All Time for Archer Air by DFCBX,"Archer Air - ""The Biggest Sports Endorsement Deal of All Time""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546830/legendary-safety-signs/vodafone-arena,"Vodafone Arena - ""Legendary Safety Signs""","Television & Cinema Legendary Safety Signs for Vodafone Arena by Tribal Worldwide - According to The Times, Turkey's craziest fans! Beşiktaş Fans had the w...","Vodafone Arena - ""Legendary Safety Signs""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546845/runforpeace/nike-running-club,"Nike Running Club - ""#RunForPeace""",Television & Cinema #RunForPeace for Nike Running Club by New Moment New Ideas Company,"Nike Running Club - ""#RunForPeace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546906/equality-signs/nike-women,"Nike Women - ""Equality Signs""",Digital Equality Signs for Nike Women by J. Walter Thompson Colombia,"Nike Women - ""Equality Signs""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34546929/g-active-gatorade/gatorade,"Gatorade - ""G Active Gatorade""",Digital G Active Gatorade for Gatorade by TBWA\Chiat\Day New York,"Gatorade - ""G Active Gatorade""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547001/keepers-of-the-game/dicks-sporting-goods,"Dick's Sporting Goods - ""Keepers of the game""",Digital Keepers of the game for Dick's Sporting Goods by Tribeca Digital Studios,"Dick's Sporting Goods - ""Keepers of the game""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547059/sounds-of-conquest/sports-sponsorship-partnership,"Sports Sponsorship & Partnership - ""Sounds of conquest""",Digital Sounds of conquest for Sports Sponsorship & Partnership by Nova SB,"Sports Sponsorship & Partnership - ""Sounds of conquest""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547129/nba-2k-boost/2k-sports,"2K Sports - ""NBA 2K Boost""","Digital NBA 2K Boost for 2K Sports by Crispin Porter + Bogusky - 
As a part of 2K’s ongoing effort to create the most realistic sports game in the wo...","2K Sports - ""NBA 2K Boost""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547319/chico/russell-athletic,"Russell Athletic - ""Chico""",Web Film Chico for Russell Athletic by Barkley,"Russell Athletic - ""Chico""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547366/vandal/2k-sports,"2K Sports - ""Vandal ""","Television Vandal  for 2K Sports by BarrettSF - In “Vandal,” its latest creative work for the WWE 2K video game franchise, advertising agency b...","2K Sports - ""Vandal """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547387/140-years/wimbledon,"Wimbledon - ""140 Years""",Web Film 140 Years for Wimbledon by McCann London,"Wimbledon - ""140 Years""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547471/adidas-uprising-fanthefire/adidas,"adidas - ""adidas Uprising #FanTheFire""",Web Film adidas Uprising #FanTheFire for adidas by Cheil India,"adidas - ""adidas Uprising #FanTheFire""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547488/the-impossible-signing-session/bol-com,"Bol.com - ""The Impossible Signing Session""","Case Study The Impossible Signing Session for Bol.com by DDB Brussels - In collaboration with the Antwerp Research & Design Lab Beyond, DDB Brussels cr...","Bol.com - ""The Impossible Signing Session""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547752/north-the-more-you-watch-the-more-you-love/k,"K+ - "" North / The More You Watch The More You Love""",Television  North / The More You Watch The More You Love for K+ by J. Walter Thompson Vietnam - News JWT helps re-brand Vietnam TV station K+ to look &lsqu...,"K+ - "" North / The More You Watch The More You Love""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547800/champagne-lanson-wimbledon/champagne-lanson,"Champagne Lanson - ""Champagne Lanson- Wimbledon""",Web Film Champagne Lanson- Wimbledon for Champagne Lanson  by Space,"Champagne Lanson - ""Champagne Lanson- Wimbledon""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34547916/wimbledon/arts-university-bournemouth,"Arts University Bournemouth - ""Wimbledon""",Web Film Wimbledon for Arts University Bournemouth by Creative Forager,"Arts University Bournemouth - ""Wimbledon""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548046/nature-valley-the-court-is-yours-long-version-thecourtisyours/nature-valley,"Nature Valley - ""Nature Valley - The Court Is Yours long version #THECOURTISYOURS""",Web Film Nature Valley - The Court Is Yours long version #THECOURTISYOURS for Nature Valley by Space,"Nature Valley - ""Nature Valley - The Court Is Yours long version #THECOURTISYOURS""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548115/father-1/bein-sport,"beIN SPORT - ""Father 1 """,Print Father 1  for beIN SPORT by VMLY&R Madrid,"beIN SPORT - ""Father 1 """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548116/father-2/bein-sport,"beIN SPORT - ""Father 2""",Print Father 2 for beIN SPORT by VMLY&R Madrid,"beIN SPORT - ""Father 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548118/father-3/bein-sport,"beIN SPORT - ""Father 3""",Print Father 3 for beIN SPORT by VMLY&R Madrid,"beIN SPORT - ""Father 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548121/father-4/bein-sport,"beIN SPORT - ""Father 4""",Print Father 4 for beIN SPORT by VMLY&R Madrid,"beIN SPORT - ""Father 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548247/they-call-us-lionesses/nike,"Nike - ""They Call Us Lionesses""","Packaging, Branding & Design They Call Us Lionesses for Nike by Wieden + Kennedy Amsterdam - : Ahead of the UEFA Women’s European Championship, the R...","Nike - ""They Call Us Lionesses""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548270/homosexual-fencing-gay-sports-fencing/the-canadian-centre-for-gender-and-sexual-diversity,"The Canadian Centre for Gender and Sexual Diversity - ""Homosexual Fencing / Gay sports Fencing""",Television & Cinema Homosexual Fencing / Gay sports Fencing for The Canadian Centre for Gender and Sexual Diversity by Saatchi & Saatchi,"The Canadian Centre for Gender and Sexual Diversity - ""Homosexual Fencing / Gay sports Fencing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548379/the-unstoppables/peakmilk,"PeakMilk - ""The Unstoppables!""",Web Film The Unstoppables! for PeakMilk by Noah's Ark Communications,"PeakMilk - ""The Unstoppables!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548565/natasha-hastings-unlike-any/under-armour,"Under Armour - ""Natasha Hastings - UNLIKE ANY""",Web Film Natasha Hastings - UNLIKE ANY for Under Armour by Droga5,"Under Armour - ""Natasha Hastings - UNLIKE ANY""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548605/misty-copeland-unlike-any/under-armour,"Under Armour - ""Misty Copeland - UNLIKE ANY""",Web Film Misty Copeland - UNLIKE ANY for Under Armour by Droga5,"Under Armour - ""Misty Copeland - UNLIKE ANY""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548699/mountain-dew-green-label-mcn/mountain-dew,"Mountain Dew - ""Mountain Dew Green Label MCN""",Case Study Mountain Dew Green Label MCN for Mountain Dew by OMD USA - Mountain Dew has launched what it’s calling the first-ever brand-owned multi-channel...,"Mountain Dew - ""Mountain Dew Green Label MCN""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548713/qnb/qnb,"QNB - ""QNB""",Television QNB for QNB by J. Walter Thompson,"QNB - ""QNB""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548736/playpallets-basketball/playpallets-international,"PlayPallets International - ""Playpallets - Basketball""",Case Study Playpallets - Basketball for PlayPallets International - Company Develops Shipping Pallet That Can Be Transformed into Sports Equipment for Refu...,"PlayPallets International - ""Playpallets - Basketball""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548840/sportsbet-video-footage-of-putting-the-roid-in-android-tour-de-france/sportsbet,"Sportsbet - ""Sportsbet - Video Footage of Putting the 'Roid in Android - Tour de France""",Web Film Sportsbet - Video Footage of Putting the 'Roid in Android - Tour de France for Sportsbet by BMF,"Sportsbet - ""Sportsbet - Video Footage of Putting the 'Roid in Android - Tour de France""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34548858/rally-cycling-longevity/rally-cycling,"Rally Cycling - ""Rally Cycling “Longevity”""",Web Film Rally Cycling “Longevity” for Rally Cycling by Solve,"Rally Cycling - ""Rally Cycling “Longevity”""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549061/the-roger-effect/nike-tennis,"Nike Tennis - ""The Roger Effect""",Web Film The Roger Effect for Nike Tennis by Wieden + Kennedy,"Nike Tennis - ""The Roger Effect""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549134/linear-assicurazioni-the-supporting-track/linear-assicurazioni,"Linear Assicurazioni - ""Linear Assicurazioni- The Supporting Track""",Web Film Linear Assicurazioni- The Supporting Track for Linear Assicurazioni by DLV BBDO,"Linear Assicurazioni - ""Linear Assicurazioni- The Supporting Track""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549414/being-dele/bt-sport,"BT Sport - ""Being Dele""",Web Film Being Dele for BT Sport by AMV BBDO,"BT Sport - ""Being Dele""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549416/betway-cashout/betway,"Betway - ""Betway- Cashout""",Web Film Betway- Cashout for Betway by Above+Beyond,"Betway - ""Betway- Cashout""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549419/the-most-victorious-jersey-ever/olympikus,"Olympikus - ""The Most Victorious Jersey Ever""",Web Film The Most Victorious Jersey Ever for Olympikus by J. Walter Thompson Brazil,"Olympikus - ""The Most Victorious Jersey Ever""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549455/an-ode-to-sunday/abn-amro,"ABN Amro - ""An Ode To Sunday""","Television An Ode To Sunday for ABN Amro by WeFilm - ABN AMRO wants to serve their clients when it’s most convenient, from the most comfortable locations....","ABN Amro - ""An Ode To Sunday""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549466/fans-directv/directv,"DirecTV - ""“FANS” - DIRECTV""",Web Film “FANS” - DIRECTV for DirecTV by BBDO New York,"DirecTV - ""“FANS” - DIRECTV""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549467/all-v-some-directv/directv,"DirecTV - ""“ALL V SOME” - DIRECTV""",Web Film “ALL V SOME” - DIRECTV for DirecTV by BBDO New York,"DirecTV - ""“ALL V SOME” - DIRECTV""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549473/foot-locker-make-an-impression-featuring-demarcus-cousins-ndamukong-suh/footlocker-adidas,"Footlocker. Adidas - ""Foot Locker – “Make an Impression” featuring DeMarcus Cousins, Ndamukong Suh""","Web Film Foot Locker – “Make an Impression” featuring DeMarcus Cousins, Ndamukong Suh for Footlocker. Adidas by BBDO New York - basketball, sports, shoes,...","Footlocker. Adidas - ""Foot Locker – “Make an Impression” featuring DeMarcus Cousins, Ndamukong Suh""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549504/nike-mo-farah-smile/nike,"Nike - ""Nike- Mo Farah – Smile""",Web Film Nike- Mo Farah – Smile for Nike by Wieden+Kennedy,"Nike - ""Nike- Mo Farah – Smile""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549507/louisville-slugger-custom/louisville-slugger,"Louisville Slugger - ""Louisville Slugger- Custom""",Web Film Louisville Slugger- Custom for Louisville Slugger by Young & Laramore,"Louisville Slugger - ""Louisville Slugger- Custom""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549508/every-swing/louisville-slugger,"Louisville Slugger - ""Every Swing""",Web Film Every Swing for Louisville Slugger by Young & Laramore,"Louisville Slugger - ""Every Swing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549509/all-new-lineup/louisville-slugger,"Louisville Slugger - ""All-New Lineup""",Web Film All-New Lineup for Louisville Slugger by Young & Laramore,"Louisville Slugger - ""All-New Lineup""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549510/up-your-game/louisville-slugger,"Louisville Slugger - ""Up Your Game""",Web Film Up Your Game for Louisville Slugger by Young & Laramore,"Louisville Slugger - ""Up Your Game""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549538/handoff-across-america/national-football-league-nfl,"National Football League NFL - ""Handoff Across America""",Web Film Handoff Across America for National Football League NFL by Translation,"National Football League NFL - ""Handoff Across America""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549626/glitch-wrap-film/adidas,"adidas - ""Glitch Wrap Film""",Digital Glitch Wrap Film for adidas by Iris - Forget everything you know about the process of launching a product. Your standard football boot launch has b...,"adidas - ""Glitch Wrap Film""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549687/its-perfectly-normal-until-its-kwiffed-caught-glass/kwiff,"Kwiff - ""It's Perfectly Normal. Until it's kwiffed. (CAUGHT GLASS)""",Web Film It's Perfectly Normal. Until it's kwiffed. (CAUGHT GLASS) for Kwiff by Droga5,"Kwiff - ""It's Perfectly Normal. Until it's kwiffed. (CAUGHT GLASS)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549688/its-perfectly-normal-until-its-kwiffed-bedlam-full/kwiff,"Kwiff - ""It's perfectly normal. Until it's kwiffed. (BEDLAM - full)""",Web Film It's perfectly normal. Until it's kwiffed. (BEDLAM  - full) for Kwiff by Droga5,"Kwiff - ""It's perfectly normal. Until it's kwiffed. (BEDLAM - full)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34549689/its-perfectly-normal-until-its-kwiffed-father-son-full/kwiff,"Kwiff - ""It's perfectly normal. Until it's kwiffed. (FATHER & SON - full)""",Web Film It's perfectly normal. Until it's kwiffed. (FATHER & SON - full) for Kwiff by Droga5,"Kwiff - ""It's perfectly normal. Until it's kwiffed. (FATHER & SON - full)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550044/the-conductor/nike,"Nike - ""The Conductor""","Digital The Conductor for Nike by Wieden + Kennedy - As Kobe Bryant’s 20-year pro basketball career concludes this evening in Los Angeles, Bryant playfully...","Nike - ""The Conductor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550071/the-story-of-vans/vans,"Vans - ""The Story Of Vans""",Web Film The Story Of Vans for Vans - The Story of Vans showcases 50 years of milestones that have made Vans the unique brand it is today. Watch the animat...,"Vans - ""The Story Of Vans""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550099/rombot/rom,"Rom - ""Rombot""",Case Study Rombot for Rom by MRM//McCann,"Rom - ""Rombot""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550158/hoka-one-one-presents-women-who-fly-shirin-gerami/hoka-one-one,"Hoka One One - ""HOKA ONE ONE presents Women Who Fly- Shirin Gerami""",Web Film HOKA ONE ONE presents Women Who Fly- Shirin Gerami for Hoka One One,"Hoka One One - ""HOKA ONE ONE presents Women Who Fly- Shirin Gerami""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550213/shots-of-change/instituto-bola-pra-frente,"Instituto Bola Pra Frente - ""Shots of change""","Case Study Shots of change for Instituto Bola Pra Frente by Agência 3 - Instituto Bola Pra Frente is an NGO in Favela do Muquiço, one of the most vi...","Instituto Bola Pra Frente - ""Shots of change""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550333/thursday-night-football-miracle-of-life/nfl,"NFL - ""Thursday Night Football “Miracle of Life”""",Television Thursday Night Football “Miracle of Life” for NFL  by Goodby Silverstein & Partners,"NFL - ""Thursday Night Football “Miracle of Life”""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550334/the-great-grass-plantation/hummel,"Hummel - ""The Great Grass-plantation""",Web Film The Great Grass-plantation for Hummel by enVision A/S,"Hummel - ""The Great Grass-plantation""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550569/wearables-manifesto/samsung,"Samsung - "" Wearables Manifesto """,Web Film  Wearables Manifesto  for Samsung by Cheil,"Samsung - "" Wearables Manifesto """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/34550614/un-seul-objectif-le-votre/go-sport,"Go Sport - ""Un seul objectif, le vôtre""","Television Un seul objectif, le vôtre for Go Sport by Marcel","Go Sport - ""Un seul objectif, le vôtre""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
